City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Beira,MZ,-19.8436,34.8389,71.69,78,20,9.22,few clouds
450,Wajima,JP,37.4,136.9,70.54,76,84,10.38,broken clouds
451,Semey,KZ,50.4111,80.2275,43.02,75,0,6.71,clear sky
452,Arkadelphia,US,34.1209,-93.0538,78.39,33,1,5.75,clear sky
453,Portland,US,45.5234,-122.6762,63.52,85,90,1.99,overcast clouds
454,Port Hardy,CA,50.6996,-127.4199,51.98,77,100,0.25,overcast clouds
455,Lufilufi,WS,-13.8745,-171.5986,80.26,72,7,10.33,clear sky
456,Vidim,RU,56.4088,103.1106,36.43,95,100,4.68,overcast clouds
457,Jacareacanga,BR,-6.2222,-57.7528,93.51,55,75,4.61,broken clouds
458,Yumen,CN,40.2833,97.2,64.44,30,100,5.59,overcast clouds
459,Salinas,US,36.6777,-121.6555,77.58,77,40,0.0,scattered clouds
460,Ishigaki,JP,24.3448,124.1572,84.25,73,12,8.52,few clouds
461,Qrendi,MT,35.8347,14.4583,77.11,78,20,9.22,few clouds
462,Wellington,NZ,-41.2866,174.7756,55.06,93,75,7.0,broken clouds
463,Isla Mujeres,MX,21.2311,-86.731,84.25,77,61,5.35,broken clouds
464,Constitucion,CL,-35.3333,-72.4167,63.18,55,8,12.01,clear sky
465,Awbari,LY,26.5921,12.7805,91.04,10,1,6.58,clear sky
466,Clifton,US,40.8584,-74.1638,81.82,78,90,11.99,overcast clouds
467,Tilichiki,RU,60.4667,166.1,42.1,86,93,5.08,overcast clouds
468,Itarema,BR,-2.9248,-39.9167,87.01,58,49,17.67,scattered clouds
469,Rincon,US,32.296,-81.2354,78.84,59,20,8.05,few clouds
470,Sobolevo,RU,54.4299,31.8996,41.25,96,100,5.08,overcast clouds
471,Grand Gaube,MU,-20.0064,57.6608,72.0,76,14,13.0,few clouds
472,Fairbanks,US,64.8378,-147.7164,32.81,71,90,6.91,overcast clouds
473,Balikpapan,ID,-1.2675,116.8289,76.01,87,80,1.72,broken clouds
474,Luau,AO,-10.7073,22.2247,85.39,15,97,3.83,overcast clouds
475,Ayorou,NE,14.7308,0.9174,99.05,27,36,3.18,scattered clouds
476,Mabai,CN,23.0128,104.4508,60.75,97,70,1.81,broken clouds
477,Banda Aceh,ID,5.5577,95.3222,79.77,83,90,8.28,overcast clouds
478,Xining,CN,36.6167,101.7667,59.13,60,100,5.21,light rain
479,Nome,US,64.5011,-165.4064,21.27,79,1,5.75,clear sky
480,West Helena,US,34.5507,-90.6418,72.61,43,0,4.36,clear sky
481,Almeirim,BR,-1.5233,-52.5817,96.19,39,82,6.76,broken clouds
482,Palimbang,PH,6.2106,124.1894,77.77,87,67,2.55,broken clouds
483,Tamiahua,MX,21.2667,-97.45,74.8,72,100,10.71,overcast clouds
484,Sainte-Savine,FR,48.2964,4.0464,69.75,52,0,5.75,clear sky
485,Elat,IL,29.5581,34.9482,89.44,48,0,13.8,clear sky
486,Novosysoyevka,RU,44.235,133.3642,51.91,97,100,0.6,overcast clouds
487,Ndele,CF,8.4109,20.6473,75.13,89,100,1.74,overcast clouds
488,Lasa,IT,46.6166,10.7002,63.34,73,36,1.68,scattered clouds
489,Puerto Leguizamo,CO,-0.1934,-74.7819,76.15,87,100,3.96,overcast clouds
490,Ayan,RU,56.45,138.1667,51.1,65,0,4.0,clear sky
491,Bedford,GB,52.1346,-0.4663,71.8,57,0,9.22,clear sky
492,Khani,GE,41.9563,42.9566,54.97,99,100,2.1,overcast clouds
493,Tevriz,RU,57.509,72.4042,38.34,85,100,5.3,overcast clouds
494,Bodden Town,KY,19.2833,-81.25,89.6,66,20,6.89,few clouds
495,Pemba,MZ,-12.974,40.5178,76.62,77,1,17.31,clear sky
496,Morro Bay,US,35.3658,-120.8499,68.88,82,23,3.0,few clouds
497,Abu Samrah,SY,35.3029,37.1841,72.3,60,0,27.38,clear sky
498,Qarqin,AF,37.4185,66.0436,79.52,13,0,7.74,clear sky
499,Kruisfontein,ZA,-34.0033,24.7314,63.88,58,87,20.6,overcast clouds
500,Waingapu,ID,-9.6567,120.2641,76.95,78,91,9.06,overcast clouds
501,Gorom-Gorom,BF,14.4439,-0.2361,98.6,27,15,5.95,few clouds
502,Srednekolymsk,RU,67.45,153.6833,35.01,77,100,5.55,overcast clouds
503,Ukiah,US,39.1502,-123.2078,87.03,34,1,0.0,clear sky
504,Samarai,PG,-10.6167,150.6667,76.89,85,99,13.47,overcast clouds
505,Zyryanka,RU,65.75,150.85,34.02,76,11,5.48,few clouds
506,Chiplun,IN,17.5333,73.5167,74.34,95,47,1.43,light rain
507,Serebryansk,KZ,49.6925,83.2892,27.95,69,57,4.7,snow
508,Morehead,US,37.2711,-87.1764,67.86,46,1,3.0,clear sky
509,Batemans Bay,AU,-35.7167,150.1833,51.91,80,0,5.21,clear sky
510,El Carmen,CO,8.5106,-73.4478,75.42,86,99,2.59,overcast clouds
511,Macau,MO,22.2006,113.5461,86.07,89,40,12.66,thunderstorm with light rain
512,Mkokotoni,TZ,-5.8767,39.2547,75.92,80,16,9.53,few clouds
513,Tapel,PH,18.2891,122.0292,79.27,86,14,3.47,few clouds
514,Mbandaka,CD,0.0487,18.2603,73.51,87,100,2.93,overcast clouds
515,Oktyabrskoye,RU,43.0645,44.7417,53.74,94,75,4.47,light intensity shower rain
516,Ilulissat,GL,69.2167,-51.1,24.82,74,75,17.27,light shower snow
517,Rauma,FI,61.1272,21.5113,46.44,92,100,24.09,moderate rain
518,Skowhegan,US,44.7651,-69.7192,77.45,83,62,11.23,broken clouds
519,Polunochnoye,RU,60.8697,60.4153,38.71,90,38,2.82,scattered clouds
520,Kirkwood,US,38.5834,-90.4068,70.84,54,20,3.0,few clouds
521,Berbera,SO,10.4396,45.0143,94.06,45,3,5.23,clear sky
522,Cabadiangan,PH,9.7531,122.4739,77.9,90,82,4.03,broken clouds
523,Inhambane,MZ,-23.865,35.3833,67.98,73,20,4.61,few clouds
524,Qasigiannguit,GL,68.8193,-51.1922,25.05,66,100,2.93,overcast clouds
525,Kathmandu,NP,27.7167,85.3167,71.82,88,40,5.75,scattered clouds
526,Ambositra,MG,-20.5167,47.25,58.73,93,65,5.59,light rain
527,Grand-Santi,GF,4.25,-54.3833,95.72,34,36,4.38,scattered clouds
528,Sorab,IN,14.3833,75.1,68.95,98,100,6.08,moderate rain
529,Ilhabela,BR,-23.7781,-45.3581,69.37,58,18,9.91,few clouds
530,Nyimba,ZM,-14.5566,30.8149,78.53,38,38,13.22,scattered clouds
531,Nushki,PK,29.5542,66.0215,81.39,14,6,4.05,clear sky
532,Lakhnau,IN,26.85,80.9167,78.78,94,90,3.44,mist
533,Chadiza,ZM,-14.0678,32.4392,73.47,43,45,13.4,scattered clouds
534,Svetogorsk,RU,61.1121,28.8632,44.38,73,100,13.24,overcast clouds
535,Viedma,AR,-40.8135,-62.9967,72.79,25,21,4.27,few clouds
536,Husavik,IS,66.0449,-17.3389,39.11,68,100,15.01,overcast clouds
537,Umm Kaddadah,SD,13.6017,26.6876,97.07,13,44,13.11,scattered clouds
538,Okhotsk,RU,59.3833,143.3,46.06,75,2,1.7,clear sky
539,Hokitika,NZ,-42.7167,170.9667,51.87,90,94,7.52,overcast clouds
540,Ormara,PK,25.2088,64.6357,80.67,88,5,8.3,clear sky
541,Cuiluan,CN,47.72,128.648,43.38,85,3,1.99,clear sky
542,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,54,55,14.16,broken clouds
543,Tarakan,ID,3.3,117.6333,78.64,82,87,4.83,light rain
544,Tahoua,NE,14.8888,5.2692,93.18,40,20,2.3,few clouds
545,Chekalin,RU,54.0969,36.245,46.45,90,100,3.94,light rain
546,Ambanja,MG,-13.6833,48.45,73.74,83,2,1.72,clear sky
547,Yerbogachen,RU,61.2767,108.0108,36.52,97,100,0.69,light rain
548,Corinto,GR,37.9407,22.9573,69.42,50,18,5.88,few clouds
549,Borskoye,RU,53.0333,51.7167,56.26,43,100,11.9,light rain
550,Galesong,ID,-5.3166,119.3661,77.02,70,100,2.98,overcast clouds
551,Souillac,MU,-20.5167,57.5167,71.98,83,75,10.36,broken clouds
552,Adrar,MR,20.5022,-10.0711,102.69,9,18,10.78,few clouds
553,Snasa,NO,64.2457,12.3778,47.61,91,100,8.52,overcast clouds
554,Denpasar,ID,-8.65,115.2167,80.26,89,20,9.22,few clouds
555,Mafinga,TZ,-7.25,35.0667,77.65,34,35,12.26,scattered clouds
556,Port Augusta,AU,-32.5,137.7667,49.71,65,0,2.3,clear sky
557,Roma,US,43.2128,-75.4557,75.51,79,90,14.97,moderate rain
558,Tonj,SS,7.2737,28.6822,77.41,81,88,2.51,light rain
559,Leopold,AU,-38.1833,144.4667,55.72,83,0,12.59,clear sky
560,Atambua,ID,-9.1061,124.8925,71.74,73,91,3.78,overcast clouds
561,Awjilah,LY,29.1081,21.2869,92.35,16,1,12.12,clear sky
562,Esso,RU,55.9333,158.7,35.13,92,14,2.46,few clouds
563,Lagunas,PE,-5.2269,-75.6753,94.24,42,91,0.74,overcast clouds
564,Paracuru,BR,-3.41,-39.0306,87.82,59,57,15.21,broken clouds
565,Basco,PH,20.4487,121.9702,84.22,75,11,16.35,few clouds
566,Navahrudak,BY,53.6,25.8333,47.55,93,100,12.77,overcast clouds
567,Deputatskiy,RU,69.3,139.9,33.01,85,100,4.36,overcast clouds
568,Point Pleasant,US,40.0832,-74.0682,81.34,74,90,1.01,overcast clouds
569,Taltal,CL,-25.4,-70.4833,66.61,59,13,7.43,few clouds
570,Mayumba,GA,-3.432,10.6554,76.98,81,86,7.63,overcast clouds
571,Canmore,CA,51.0834,-115.3521,51.24,56,100,3.53,overcast clouds
572,Vallenar,CL,-28.5708,-70.7581,85.57,9,0,7.45,clear sky
573,Popondetta,PG,-8.7537,148.2534,71.22,97,100,2.19,overcast clouds
574,Gualaceo,EC,-2.9,-78.7833,65.86,93,100,2.91,light rain
575,Tiznit,MA,29.5833,-9.5,72.73,60,8,9.08,clear sky
576,Kamiiso,JP,41.8167,140.65,61.97,94,61,5.12,light rain
577,Conde,BR,-7.2597,-34.9075,87.26,58,40,13.8,scattered clouds
578,Kanniyakumari,IN,8.0833,77.5667,80.96,81,81,19.8,broken clouds
579,Barreirinhas,BR,-2.7469,-42.8264,89.69,50,80,14.34,broken clouds
580,Kailua,US,21.4022,-157.7394,77.14,82,90,4.61,mist
581,Barranca,PE,-10.75,-77.7667,66.4,71,81,9.98,broken clouds
582,Maumere,ID,-8.6199,122.2111,78.19,75,100,3.87,overcast clouds
583,La Cruz,MX,23.9167,-106.9,85.86,65,14,1.68,few clouds
584,Beloha,MG,-25.1667,45.05,67.28,76,44,15.01,scattered clouds
585,Eyl,SO,7.9803,49.8164,78.57,81,66,22.82,broken clouds
586,Cap Malheureux,MU,-19.9842,57.6142,72.09,76,11,13.0,few clouds
587,Ila,NO,63.4305,10.3705,50.02,85,98,3.0,overcast clouds
588,Nouna,BF,12.7333,-3.8667,92.48,41,16,3.83,few clouds
589,Laterza,IT,40.6295,16.7997,65.35,48,24,10.96,few clouds
590,Broken Hill,AU,-31.95,141.4333,57.02,41,3,12.82,clear sky
591,Seoul,KR,37.5683,126.9778,64.81,94,0,2.3,clear sky
592,Poum,NC,-20.2333,164.0167,68.67,67,75,15.03,broken clouds
593,Aranos,NA,-24.1333,19.1167,80.94,7,0,11.77,clear sky
594,Saint-Pierre,RE,-21.3393,55.4781,71.24,74,0,6.91,clear sky
595,Ponta Delgada,PT,37.7333,-25.6667,72.32,64,20,11.5,few clouds
596,Grand Haven,US,43.0631,-86.2284,53.65,77,90,4.0,overcast clouds
597,Soverato,IT,38.685,16.5499,71.55,60,25,2.57,scattered clouds
598,Jyvaskyla,FI,62.2415,25.7209,46.76,86,90,17.27,overcast clouds
599,General Artigas,PY,-26.9333,-56.2167,73.29,64,100,5.61,overcast clouds
600,Toora-Khem,RU,52.4675,96.11,37.45,75,100,4.43,overcast clouds
601,Sakakah,SA,29.9697,40.2064,85.57,18,0,11.23,clear sky
602,Zhongxing,CN,33.7039,118.6792,71.46,91,82,10.27,light rain
603,Volsk,RU,52.0333,47.3833,49.86,91,100,11.54,light rain
604,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,91.42,29,67,7.85,broken clouds
605,Avera,US,33.194,-82.5271,74.08,49,0,6.73,clear sky
606,Bradford,GB,53.7939,-1.7521,61.38,74,75,17.27,broken clouds
607,Marzuq,YE,14.4,46.4667,83.53,16,2,5.26,clear sky
608,Baghdad,IQ,33.3406,44.4009,91.31,24,0,4.61,clear sky
609,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,69,20,11.5,few clouds
610,Leh,IN,34.1667,77.5833,56.95,42,49,5.32,scattered clouds
611,Saint-Francois,FR,46.4154,3.9054,67.48,68,0,5.75,clear sky
612,Baracoa,CU,20.3467,-74.4958,86.34,67,78,4.88,broken clouds
613,Sisimiut,GL,66.9395,-53.6735,31.3,59,51,1.14,broken clouds
614,Luanda,AO,-8.8368,13.2343,73.44,82,39,13.96,scattered clouds
615,Cardoso,BR,-20.0819,-49.9142,95.86,19,1,2.51,clear sky
616,Santo Antonio Do Ica,BR,-3.1022,-67.9397,86.38,68,97,3.38,overcast clouds
617,Krasnokamsk,RU,58.0802,55.7541,33.96,84,11,3.42,few clouds
618,Souris,CA,49.6172,-100.2612,69.75,36,71,14.18,broken clouds
619,Flin Flon,CA,54.7682,-101.865,57.04,62,40,9.22,scattered clouds
620,Piacabucu,BR,-10.4056,-36.4344,82.38,64,59,11.86,broken clouds
621,Sinnamary,GF,5.3833,-52.95,87.6,59,47,12.53,scattered clouds
622,Marsaxlokk,MT,35.8419,14.5431,78.08,78,20,9.22,few clouds
623,Ust-Maya,RU,60.4167,134.5333,36.1,75,13,1.03,few clouds
624,Tarbagatay,RU,51.4803,107.3602,35.13,79,8,3.91,clear sky
625,Listvyanskiy,RU,54.4399,83.4984,33.19,94,99,2.57,overcast clouds
626,Kupang,ID,-10.1667,123.5833,76.78,70,63,10.56,broken clouds
627,Maceio,BR,-9.6658,-35.7353,87.24,66,40,12.66,scattered clouds
628,Peddapuram,IN,17.0833,82.1333,78.17,91,100,2.64,overcast clouds
629,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,76,40,11.5,volcanic ash
630,Axim,GH,4.8699,-2.2405,79.61,81,79,8.68,broken clouds
631,Baijiantan,CN,45.6333,85.1833,63.88,21,69,2.24,broken clouds
632,Maunabo,PR,18.0072,-65.8993,93.02,76,74,8.88,broken clouds
633,North Bend,US,43.4065,-124.2243,63.25,82,1,11.5,clear sky
634,Kimberley,ZA,-28.7323,24.7623,69.49,30,0,6.91,clear sky
635,Kudahuvadhoo,MV,2.6708,72.8944,82.94,76,75,17.25,broken clouds
636,Prince Rupert,CA,54.3161,-130.3201,51.49,85,90,21.85,moderate rain
637,Yoichi,JP,43.2039,140.7703,59.07,87,100,17.31,light rain
638,Abu Zabad,SD,12.35,29.25,85.33,52,54,9.73,broken clouds
639,Larap,PH,14.299,122.6504,79.23,87,28,3.71,scattered clouds
640,Porto Nacional,BR,-10.7081,-48.4172,98.6,13,15,3.4,few clouds
641,Belaya Gora,RU,68.5333,146.4167,35.4,67,72,3.02,broken clouds
642,Natal,BR,-5.795,-35.2094,88.45,58,40,18.41,scattered clouds
643,Talnakh,RU,69.4865,88.3972,34.03,76,11,4.83,few clouds
644,Odesskoye,RU,54.2111,72.9651,41.05,63,100,3.6,overcast clouds
645,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,56.14,93,100,3.69,overcast clouds
646,Dwarka,IN,22.2394,68.9678,81.28,84,55,12.19,broken clouds
647,Mahuva,IN,21.0914,71.7622,79.5,84,89,9.48,overcast clouds
648,Tinskoy,RU,56.1525,96.9161,37.47,96,100,0.63,light rain
649,Kongolo,CD,-5.3833,27.0,84.81,43,89,6.13,overcast clouds
650,Novyy Urgal,RU,51.0736,132.5642,38.01,80,0,0.22,clear sky
651,Rawson,AR,-43.3002,-65.1023,68.97,31,0,7.78,clear sky
652,Hervey Bay,AU,-25.2986,152.8535,57.04,68,0,2.77,light rain
653,Kiama,AU,-34.6833,150.8667,61.45,68,0,7.11,clear sky
654,Manakara,MG,-22.1333,48.0167,68.61,81,3,5.77,clear sky
655,Tommot,RU,58.9564,126.2925,47.26,92,100,2.62,overcast clouds
656,Dharchula,IN,29.85,80.5333,68.94,88,92,3.8,overcast clouds
657,Pincher Creek,CA,49.4833,-113.952,62.76,38,75,14.97,broken clouds
658,College,US,64.8569,-147.8028,32.79,70,90,6.91,overcast clouds
659,Sumbe,AO,-11.2061,13.8437,73.02,82,80,4.63,broken clouds
660,Suicheng,CN,33.8963,117.9331,72.77,88,89,11.1,light rain
661,Dutlwe,BW,-23.9833,23.9,72.01,24,0,5.41,clear sky
662,Chardara,KZ,41.2547,67.9692,67.96,29,0,10.07,clear sky
663,San Onofre,CO,9.7359,-75.5263,79.41,87,100,7.2,overcast clouds
664,Cairns,AU,-16.9167,145.7667,69.75,73,90,10.36,overcast clouds
665,Manuk Mangkaw,PH,4.8,119.85,82.11,77,67,6.15,broken clouds
666,Liverpool,GB,53.4106,-2.9779,61.99,80,20,4.0,few clouds
667,Vestmanna,FO,62.1564,-7.1664,41.92,93,75,13.8,broken clouds
668,La Grande,US,45.3246,-118.0877,61.93,68,99,1.63,overcast clouds
669,Okha,RU,53.5739,142.9478,46.76,91,80,9.8,broken clouds
670,Owando,CG,-0.4819,15.8999,78.75,72,100,2.84,overcast clouds
671,Puquio,PE,-14.7,-74.1333,66.33,34,86,4.21,overcast clouds
672,Kaka,TM,37.3482,59.6143,81.61,15,0,9.4,clear sky
673,Odienne,CI,9.51,-7.5692,84.56,72,48,3.53,light rain
674,Tawau,MY,4.2498,117.8871,77.13,85,82,3.83,broken clouds
675,Urumqi,CN,43.801,87.6005,56.35,26,0,6.71,clear sky
676,Peniche,PT,39.3558,-9.3811,78.3,59,70,11.43,broken clouds
